"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046031","GO:0046031","ADP metabolic process","1/105","90/18723",0.39791559774676,0.49119421277289,0.431103147092899,"TPI1",1
"GO:0099175","GO:0099175","regulation of postsynapse organization","1/105","90/18723",0.39791559774676,0.49119421277289,0.431103147092899,"PRNP",1
"GO:1904705","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","1/105","90/18723",0.39791559774676,0.49119421277289,0.431103147092899,"TPM1",1
"GO:0006898","GO:0006898","receptor-mediated endocytosis","2/105","244/18723",0.398389584445945,0.491508208373773,0.431378729516702,"CD81/TFRC",2
"GO:0006814","GO:0006814","sodium ion transport","2/105","245/18723",0.400361307996306,0.49212509185063,0.431920145521506,"ATP1B1/BPIFA1",2
"GO:0098656","GO:0098656","anion transmembrane transport","2/105","245/18723",0.400361307996306,0.49212509185063,0.431920145521506,"PRNP/SLC25A6",2
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","1/105","91/18723",0.401308441745933,0.49212509185063,0.431920145521506,"TP63",1
"GO:0002275","GO:0002275","myeloid cell activation involved in immune response","1/105","91/18723",0.401308441745933,0.49212509185063,0.431920145521506,"HMGB1",1
"GO:0006885","GO:0006885","regulation of pH","1/105","91/18723",0.401308441745933,0.49212509185063,0.431920145521506,"ATP5F1B",1
"GO:0014033","GO:0014033","neural crest cell differentiation","1/105","91/18723",0.401308441745933,0.49212509185063,0.431920145521506,"SFRP1",1
"GO:0019935","GO:0019935","cyclic-nucleotide-mediated signaling","1/105","91/18723",0.401308441745933,0.49212509185063,0.431920145521506,"DEFB1",1
"GO:0045582","GO:0045582","positive regulation of T cell differentiation","1/105","91/18723",0.401308441745933,0.49212509185063,0.431920145521506,"EGR3",1
"GO:0060191","GO:0060191","regulation of lipase activity","1/105","91/18723",0.401308441745933,0.49212509185063,0.431920145521506,"CCN1",1
"GO:0098661","GO:0098661","inorganic anion transmembrane transport","1/105","91/18723",0.401308441745933,0.49212509185063,0.431920145521506,"PRNP",1
"GO:1990874","GO:1990874","vascular associated smooth muscle cell proliferation","1/105","91/18723",0.401308441745933,0.49212509185063,0.431920145521506,"TPM1",1
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","2/105","246/18723",0.402330076562531,0.493107728010375,0.432782569242914,"HNRNPA1/SFRP1",2
"GO:0001708","GO:0001708","cell fate specification","1/105","92/18723",0.404682347586244,0.494366317629921,0.433887187196008,"LMO4",1
"GO:0031058","GO:0031058","positive regulation of histone modification","1/105","92/18723",0.404682347586244,0.494366317629921,0.433887187196008,"MUC1",1
"GO:0048525","GO:0048525","negative regulation of viral process","1/105","92/18723",0.404682347586244,0.494366317629921,0.433887187196008,"RSAD2",1
"GO:0070509","GO:0070509","calcium ion import","1/105","92/18723",0.404682347586244,0.494366317629921,0.433887187196008,"PRNP",1
"GO:1903312","GO:1903312","negative regulation of mRNA metabolic process","1/105","92/18723",0.404682347586244,0.494366317629921,0.433887187196008,"CIRBP",1
"GO:1903351","GO:1903351","cellular response to dopamine","1/105","92/18723",0.404682347586244,0.494366317629921,0.433887187196008,"TGM2",1
"GO:0033002","GO:0033002","muscle cell proliferation","2/105","248/18723",0.406258633481697,0.496021179340991,0.435339598631433,"TGM2/TPM1",2
"GO:0033273","GO:0033273","response to vitamin","1/105","93/18723",0.408037419965797,0.49683772898991,0.436056254313142,"SFRP1",1
"GO:0097306","GO:0097306","cellular response to alcohol","1/105","93/18723",0.408037419965797,0.49683772898991,0.436056254313142,"SFRP1",1
"GO:0106027","GO:0106027","neuron projection organization","1/105","93/18723",0.408037419965797,0.49683772898991,0.436056254313142,"PRNP",1
"GO:1902807","GO:1902807","negative regulation of cell cycle G1/S phase transition","1/105","93/18723",0.408037419965797,0.49683772898991,0.436056254313142,"MUC1",1
"GO:1903350","GO:1903350","response to dopamine","1/105","93/18723",0.408037419965797,0.49683772898991,0.436056254313142,"TGM2",1
"GO:0002690","GO:0002690","positive regulation of leukocyte chemotaxis","1/105","94/18723",0.411373763009468,0.500083911795323,0.438905309914902,"HMGB1",1
"GO:0032091","GO:0032091","negative regulation of protein binding","1/105","94/18723",0.411373763009468,0.500083911795323,0.438905309914902,"RACK1",1
"GO:0045185","GO:0045185","maintenance of protein location","1/105","94/18723",0.411373763009468,0.500083911795323,0.438905309914902,"TMSB10",1
"GO:0007044","GO:0007044","cell-substrate junction assembly","1/105","95/18723",0.414691480272016,0.502479443881306,0.441007780575945,"SFRP1",1
"GO:0008585","GO:0008585","female gonad development","1/105","95/18723",0.414691480272016,0.502479443881306,0.441007780575945,"SFRP1",1
"GO:0008593","GO:0008593","regulation of Notch signaling pathway","1/105","95/18723",0.414691480272016,0.502479443881306,0.441007780575945,"TP63",1
"GO:0032479","GO:0032479","regulation of type I interferon production","1/105","95/18723",0.414691480272016,0.502479443881306,0.441007780575945,"HMGB1",1
"GO:0032606","GO:0032606","type I interferon production","1/105","95/18723",0.414691480272016,0.502479443881306,0.441007780575945,"HMGB1",1
"GO:0042982","GO:0042982","amyloid precursor protein metabolic process","1/105","95/18723",0.414691480272016,0.502479443881306,0.441007780575945,"PRNP",1
"GO:0097305","GO:0097305","response to alcohol","2/105","253/18723",0.416026339113153,0.503478541480486,0.441884651899058,"SFRP1/EEF1B2",2
"GO:0006839","GO:0006839","mitochondrial transport","2/105","254/18723",0.417970460773888,0.503478541480486,0.441884651899058,"ATP5F1B/SLC25A6",2
"GO:0009165","GO:0009165","nucleotide biosynthetic process","2/105","254/18723",0.417970460773888,0.503478541480486,0.441884651899058,"ATP5F1B/NME2",2
"GO:0003073","GO:0003073","regulation of systemic arterial blood pressure","1/105","96/18723",0.417990674741172,0.503478541480486,0.441884651899058,"TPM1",1
"GO:0010769","GO:0010769","regulation of cell morphogenesis involved in differentiation","1/105","96/18723",0.417990674741172,0.503478541480486,0.441884651899058,"P4HB",1
"GO:0015914","GO:0015914","phospholipid transport","1/105","96/18723",0.417990674741172,0.503478541480486,0.441884651899058,"NPC2",1
"GO:0035282","GO:0035282","segmentation","1/105","96/18723",0.417990674741172,0.503478541480486,0.441884651899058,"SFRP1",1
"GO:0042632","GO:0042632","cholesterol homeostasis","1/105","96/18723",0.417990674741172,0.503478541480486,0.441884651899058,"NPC2",1
"GO:0043648","GO:0043648","dicarboxylic acid metabolic process","1/105","96/18723",0.417990674741172,0.503478541480486,0.441884651899058,"OAT",1
"GO:0044264","GO:0044264","cellular polysaccharide metabolic process","1/105","96/18723",0.417990674741172,0.503478541480486,0.441884651899058,"HMGB1",1
"GO:1901655","GO:1901655","cellular response to ketone","1/105","96/18723",0.417990674741172,0.503478541480486,0.441884651899058,"SFRP1",1
"GO:0007611","GO:0007611","learning or memory","2/105","255/18723",0.419911381658718,0.505519995778489,0.443676361470609,"BTG2/PRNP",2
"GO:0014909","GO:0014909","smooth muscle cell migration","1/105","97/18723",0.421271448840715,0.506068439348105,0.444157710278709,"TPM1",1
"GO:0035335","GO:0035335","peptidyl-tyrosine dephosphorylation","1/105","97/18723",0.421271448840715,0.506068439348105,0.444157710278709,"DUSP6",1
"GO:0055092","GO:0055092","sterol homeostasis","1/105","97/18723",0.421271448840715,0.506068439348105,0.444157710278709,"NPC2",1
"GO:0070167","GO:0070167","regulation of biomineral tissue development","1/105","97/18723",0.421271448840715,0.506068439348105,0.444157710278709,"CCN1",1
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","2/105","256/18723",0.421849076414134,0.506490468355596,0.444528109661607,"ATP5F1B/NME2",2
"GO:0005996","GO:0005996","monosaccharide metabolic process","2/105","257/18723",0.423783520065299,0.508540224078358,0.446327105089232,"HMGB1/TPI1",2
"GO:0043473","GO:0043473","pigmentation","1/105","98/18723",0.424533904433527,0.508894953466649,0.446638438064422,"RACK1",1
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","1/105","98/18723",0.424533904433527,0.508894953466649,0.446638438064422,"MUC1",1
"GO:0042593","GO:0042593","glucose homeostasis","2/105","258/18723",0.425714688012672,0.509692688347624,0.447338580714297,"RACK1/NME2",2
"GO:0045165","GO:0045165","cell fate commitment","2/105","258/18723",0.425714688012672,0.509692688347624,0.447338580714297,"SFRP1/LMO4",2
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","3/105","424/18723",0.425882630567496,0.509692688347624,0.447338580714297,"PSME1/MUC1/RPL24",3
"GO:0033500","GO:0033500","carbohydrate homeostasis","2/105","259/18723",0.427642556028661,0.510323818572252,0.447892500567152,"RACK1/NME2",2
"GO:0045927","GO:0045927","positive regulation of growth","2/105","259/18723",0.427642556028661,0.510323818572252,0.447892500567152,"SFRP1/TFCP2L1",2
"GO:0010717","GO:0010717","regulation of epithelial to mesenchymal transition","1/105","99/18723",0.42777814282464,0.510323818572252,0.447892500567152,"SFRP1",1
"GO:0033209","GO:0033209","tumor necrosis factor-mediated signaling pathway","1/105","99/18723",0.42777814282464,0.510323818572252,0.447892500567152,"EIF5A",1
"GO:0060291","GO:0060291","long-term synaptic potentiation","1/105","99/18723",0.42777814282464,0.510323818572252,0.447892500567152,"PRNP",1
"GO:0110149","GO:0110149","regulation of biomineralization","1/105","99/18723",0.42777814282464,0.510323818572252,0.447892500567152,"CCN1",1
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","2/105","260/18723",0.429567100254293,0.512184960239269,0.449525956355052,"TFRC/RPS3",2
"GO:0019218","GO:0019218","regulation of steroid metabolic process","1/105","100/18723",0.431004264764256,0.513078481139577,0.450310166881356,"EGR1",1
"GO:0044728","GO:0044728","DNA methylation or demethylation","1/105","100/18723",0.431004264764256,0.513078481139577,0.450310166881356,"MYC",1
"GO:0046545","GO:0046545","development of primary female sexual characteristics","1/105","100/18723",0.431004264764256,0.513078481139577,0.450310166881356,"SFRP1",1
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","1/105","101/18723",0.43421237045076,0.516073969765693,0.452939197395599,"DEFB1",1
"GO:0051963","GO:0051963","regulation of synapse assembly","1/105","101/18723",0.43421237045076,0.516073969765693,0.452939197395599,"CLSTN1",1
"GO:0150115","GO:0150115","cell-substrate junction organization","1/105","101/18723",0.43421237045076,0.516073969765693,0.452939197395599,"SFRP1",1
"GO:0006672","GO:0006672","ceramide metabolic process","1/105","102/18723",0.437402559533708,0.518763607968436,0.455299794209634,"CCN1",1
"GO:0010522","GO:0010522","regulation of calcium ion transport into cytosol","1/105","102/18723",0.437402559533708,0.518763607968436,0.455299794209634,"PRNP",1
"GO:0032677","GO:0032677","regulation of interleukin-8 production","1/105","102/18723",0.437402559533708,0.518763607968436,0.455299794209634,"HMGB1",1
"GO:1904063","GO:1904063","negative regulation of cation transmembrane transport","1/105","102/18723",0.437402559533708,0.518763607968436,0.455299794209634,"RRAD",1
"GO:0051607","GO:0051607","defense response to virus","2/105","265/18723",0.439139154852571,0.520271799131845,0.456623478284193,"BPIFA1/RSAD2",2
"GO:0140546","GO:0140546","defense response to symbiont","2/105","265/18723",0.439139154852571,0.520271799131845,0.456623478284193,"BPIFA1/RSAD2",2
"GO:0009135","GO:0009135","purine nucleoside diphosphate metabolic process","1/105","103/18723",0.440574931116811,0.520522426244916,0.456843444510142,"TPI1",1
"GO:0009179","GO:0009179","purine ribonucleoside diphosphate metabolic process","1/105","103/18723",0.440574931116811,0.520522426244916,0.456843444510142,"TPI1",1
"GO:0030148","GO:0030148","sphingolipid biosynthetic process","1/105","103/18723",0.440574931116811,0.520522426244916,0.456843444510142,"CCN1",1
"GO:0032637","GO:0032637","interleukin-8 production","1/105","103/18723",0.440574931116811,0.520522426244916,0.456843444510142,"HMGB1",1
"GO:0045639","GO:0045639","positive regulation of myeloid cell differentiation","1/105","103/18723",0.440574931116811,0.520522426244916,0.456843444510142,"HMGB1",1
"GO:0042391","GO:0042391","regulation of membrane potential","3/105","434/18723",0.440746200953581,0.520522426244916,0.456843444510142,"ATP1B1/RACK1/DSP",3
"GO:0007200","GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","1/105","104/18723",0.443729583760889,0.52266674129309,0.458725431189928,"TGM2",1
"GO:0032963","GO:0032963","collagen metabolic process","1/105","104/18723",0.443729583760889,0.52266674129309,0.458725431189928,"CCN2",1
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation","1/105","104/18723",0.443729583760889,0.52266674129309,0.458725431189928,"EGR3",1
"GO:0048661","GO:0048661","positive regulation of smooth muscle cell proliferation","1/105","104/18723",0.443729583760889,0.52266674129309,0.458725431189928,"TGM2",1
"GO:0060419","GO:0060419","heart growth","1/105","104/18723",0.443729583760889,0.52266674129309,0.458725431189928,"DUSP6",1
"GO:0001894","GO:0001894","tissue homeostasis","2/105","268/18723",0.444841053582763,0.523700304007483,0.459632551280731,"CCN2/TFRC",2
"GO:0000041","GO:0000041","transition metal ion transport","1/105","105/18723",0.44686661548682,0.525808351976606,0.461482707675249,"TFRC",1
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","3/105","440/18723",0.449596178297968,0.52781391248229,0.463242914581606,"PRNP/TFRC/RPS3",3
"GO:0002062","GO:0002062","chondrocyte differentiation","1/105","106/18723",0.449986123778467,0.52781391248229,0.463242914581606,"CCN2",1
"GO:0006090","GO:0006090","pyruvate metabolic process","1/105","106/18723",0.449986123778467,0.52781391248229,0.463242914581606,"TPI1",1
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process","1/105","106/18723",0.449986123778467,0.52781391248229,0.463242914581606,"TPI1",1
"GO:0019882","GO:0019882","antigen processing and presentation","1/105","106/18723",0.449986123778467,0.52781391248229,0.463242914581606,"PSME1",1
"GO:0046620","GO:0046620","regulation of organ growth","1/105","106/18723",0.449986123778467,0.52781391248229,0.463242914581606,"DUSP6",1
"GO:0048872","GO:0048872","homeostasis of number of cells","2/105","272/18723",0.45239417959274,0.528681649687465,0.464004495704252,"HMGB1/RPS14",2
"GO:0051962","GO:0051962","positive regulation of nervous system development","2/105","272/18723",0.45239417959274,0.528681649687465,0.464004495704252,"CLSTN1/TGM2",2
"GO:0000018","GO:0000018","regulation of DNA recombination","1/105","107/18723",0.453088205585593,0.528681649687465,0.464004495704252,"TFRC",1
"GO:0005976","GO:0005976","polysaccharide metabolic process","1/105","107/18723",0.453088205585593,0.528681649687465,0.464004495704252,"HMGB1",1
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis","1/105","107/18723",0.453088205585593,0.528681649687465,0.464004495704252,"TPM1",1
"GO:0021761","GO:0021761","limbic system development","1/105","107/18723",0.453088205585593,0.528681649687465,0.464004495704252,"BTG2",1
